symbol,asset_name,sector,industry,first_traded,index_inclusion
PPTA,PERPETUA RESOURCES CORP,Basic Materials,Other Precious Metals & Mining,2021-02-18,
CATX,PERSPECTIVE THERAPEUTICS INC,Healthcare,Medical Devices,2005-11-10,
RDVT,RED VIOLET INC,Technology,Software - Application,2018-03-27,
NVRI,ENVIRI CORP,Industrials,Waste Management,1980-03-17,
HPP,HUDSON PACIFIC PROPERTIES REIT INC,Real Estate,REIT - Office,2010-06-24,
SCHL,SCHOLASTIC CORP,Communication Services,Publishing,1992-02-25,
TRST,TRUSTCO BANK CORP,Financial Services,Banks - Regional,1983-04-20,
BFST,BUSINESS FIRST BANCSHARES INC,Financial Services,Banks - Regional,2018-04-23,
NAPA,DUCKHORN PORTFOLIO INC,Consumer Defensive,Beverages - Wineries & Distilleries,2021-03-19,
ECVT,ECOVYST INC,Basic Materials,Specialty Chemicals,2017-09-29,
HY,HYSTER YALE INC CLASS A,Industrials,Farm & Heavy Construction Machinery,2012-10-01,
INOD,INNODATA INC,Technology,Information Technology Services,1993-08-10,
MTAL,METALS ACQUISITION LTD,Basic Materials,Copper,2021-09-20,
SANA,SANA BIOTECHNOLOGY INC,Healthcare,Biotechnology,2021-02-04,
AXL,AMERICAN AXLE AND MANUFACTURING HO,Consumer Cyclical,Auto Parts,1999-01-29,
ANNX,ANNEXON INC,Healthcare,Biotechnology,2020-07-24,
EU,ENCORE ENERGY CORP,Energy,Uranium,2011-01-12,
HBNC,HORIZON BANCORP INC,Financial Services,Banks - Regional,2002-01-09,
IBCP,INDEPENDENT BANK CORP,Financial Services,Banks - Regional,1985-09-04,
SNCY,SUN COUNTRY AIRLINES HOLDINGS INC,Industrials,Airlines,2021-03-17,
UHAL,U HAUL HOLDING,Industrials,Rental & Leasing Services,1994-11-04,
ATEC,ALPHATEC HOLDNGS INC,Healthcare,Medical Devices,2006-06-12,
AMAL,AMALGAMATED FINANCIAL,Financial Services,Banks - Regional,2018-08-09,
EQBK,EQUITY BANCSHARES INC CLASS A,Financial Services,Banks - Regional,2015-11-11,
GLDD,GREAT LAKES DREDGE AND DOCK CORP,Industrials,Engineering & Construction,2006-12-27,
IMXI,INTERNATIONAL MONEY EXPRESS INC,Technology,Software - Infrastructure,2017-03-27,
NAT,NORDIC AMERICAN TANKERS LTD,Energy,Oil & Gas Midstream,1997-09-30,
CDMO,AVID BIOSERVICES INC,Healthcare,Biotechnology,1994-04-04,
BAND,BANDWIDTH INC CLASS A,Technology,Software - Infrastructure,2017-11-09,
CYH,COMMUNITY HEALTH SYSTEMS INC,Healthcare,Medical Care Facilities,2000-06-09,
ETD,ETHAN ALLEN INTERIORS INC,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1993-03-16,
NBR,NABORS INDUSTRIES LTD,Energy,Oil & Gas Drilling,1973-02-21,
PAX,PATRIA INVESTMENTS LTD CLASS A,Financial Services,Asset Management,2021-01-22,
PUBM,PUBMATIC INC CLASS A,Technology,Software - Application,2020-12-09,
RPAY,REPAY HOLDINGS CORP CLASS A,Technology,Software - Infrastructure,2018-07-17,
NOVA,SUNNOVA ENERGY INTERNATIONAL INC,Technology,Solar,2019-07-25,
TALK,TALKSPACE INC,Healthcare,Health Information Services,2020-07-30,
AMTB,AMERANT BANCORP INC CLASS A,Financial Services,Banks - Regional,2018-10-18,
PSFE,PAYSAFE LTD,Technology,Software—Infrastructure,2020-10-09,
SEI,SOLARIS OILFIELD INFRASTRUCTURE IN,Energy,Oil & Gas Equipment & Services,2017-05-12,
BMBL,BUMBLE INC CLASS A,Technology,Software—Application,2021-02-11,
DMRC,DIGIMARC CORP,Technology,Information Technology Services,1999-12-02,
RUSHB,RUSH ENTERPRISES INC CLASS B,Consumer Cyclical,Auto & Truck Dealerships,1996-06-07,
SMP,STANDARD MOTOR PRODUCTS INC,Consumer Cyclical,Auto Parts,1980-03-17,
BBW,BUILD A BEAR WORKSHOP INC,Consumer Cyclical,Specialty Retail,2004-10-28,
CMPO,COMPOSECURE INC CLASS A,Industrials,Metal Fabrication,2020-11-19,
EVGO,EVGO INC CLASS A,Consumer Cyclical,Specialty Retail,2020-11-20,
JBSS,JOHN B SANFILIPPO AND SON INC,Consumer Defensive,Packaged Foods,1991-12-04,
NRIM,NORTHRIM BANCORP INC,Financial Services,Banks—Regional,1990-11-15,
PLSE,PULSE BIOSCIENCES INC,Healthcare,Medical Instruments & Supplies,2016-05-18,
QTRX,QUANTERIX CORP,Healthcare,Medical Devices,2017-12-07,
RGR,STURM RUGER INC,Industrials,Aerospace & Defense,1973-05-03,
AHH,ARMADA HOFFLER PROPERTIES REIT INC,Real Estate,REIT—Diversified,2013-05-08,
GETY,GETTY IMAGES HOLDINGS INC CLASS A,Communication Services,Internet Content & Information,2020-09-21,
GDOT,GREEN DOT CORP CLASS A,Financial Services,Credit Services,2010-07-22,
HTBK,HERITAGE COMMERCE CORP,Financial Services,Banks—Regional,1998-07-20,
NPK,NATIONAL PRESTO INDUSTRIES INC,Industrials,Aerospace & Defense,1980-03-17,
ORIC,ORIC PHARMACEUTICALS INC,Healthcare,Biotechnology,2020-04-24,
SWI,SOLARWINDS CORP,Technology,Software—Infrastructure,2018-10-19,
CCBG,CAPITAL CITY BANK INC,Financial Services,Banks—Regional,1994-06-06,
IRWD,IRONWOOD PHARMA INC CLASS A,Healthcare,Drug Manufacturers—Specialty & Generic,2010-02-03,
LXU,LSB INDUSTRIES INC,Basic Materials,Chemicals,1980-01-02,
AIOT,POWERFLEET INC,Technology,Software—Infrastructure,1999-06-30,
SEMR,SEMRUSH HOLDINGS INC CLASS A,Technology,Software—Application,2021-03-24,
LAB,STANDARD BIOTOOLS INC,Healthcare,Medical Devices,2011-02-10,
ETWO,E2OPEN PARENT HOLDINGS INC CLASS A,Technology,Software—Application,2020-06-15,
HZO,MARINEMAX INC,Consumer Cyclical,Specialty Retail,1998-06-03,
MLAB,MESA LABORATORIES INC,Technology,Scientific & Technical Instruments,1984-02-29,
VTS,VITESSE ENERGY INC,Energy,Oil & Gas E&P,2023-01-10,
ANAB,ANAPTYSBIO INC,Healthcare,Biotechnology,2017-01-26,
CAC,CAMDEN NATIONAL CORP,Financial Services,Banks—Regional,1997-10-08,
IMNM,IMMUNOME INC,Healthcare,Biotechnology,2020-10-02,
NFE,NEW FORTRESS ENERGY INC CLASS A,Utilities,Utilities—Regulated Gas,2019-01-31,
PGC,PEAPACK GLADSTONE FINANCIAL CORP,Financial Services,Banks—Regional,1999-04-27,
PFMT,PERFORMANT FINANCIAL CORP,Industrials,Specialty Business Services,2012-08-10,
PHAT,PHATHOM PHARMACEUTICALS INC,Healthcare,Biotechnology,2019-10-25,
URG,UR ENERGY INC,Energy,Uranium,2008-07-25,
ALT,ALTIMMUNE INC,Healthcare,Biotechnology,2017-05-26,
AMPL,AMPLITUDE INC CLASS A,Technology,Software—Application,2021-09-28,
ARCT,ARCTURUS THERAPEUTICS HOLDINGS INC,Healthcare,Biotechnology,2013-05-22,
BHB,BAR HARBOR BANKSHARES,Financial Services,Banks—Regional,1997-09-23,
BCML,BAYCOM CORP,Financial Services,Banks—Regional,2005-11-10,
MSBI,MIDLAND STATES BANCORP INC,Financial Services,Banks—Regional,2016-05-24,
AXGN,AXOGEN INC,Healthcare,Medical Devices,1986-12-17,
CARE,CARTER BANKSHARES INC,Financial Services,Banks—Regional,2007-03-15,
DSGR,DISTRIBUTION SOLUTIONS GROUP INC,Industrials,Industrial Distribution,1980-03-17,
DCO,DUCOMMUN INC,Industrials,Aerospace & Defense,1973-05-03,
FUBO,FUBOTV INC,Communication Services,Broadcasting,2019-03-27,
GOOD,GLADSTONE COMMERCIAL REIT CORP,Real Estate,REIT—Diversified,2003-08-14,
GDEN,GOLDEN ENTERTAINMENT INC,Consumer Cyclical,Resorts & Casinos,1999-01-04,
LENZ,LENZ THERAPEUTICS INC,Healthcare,Biotechnology,2021-06-25,
AMBP,ARDAGH METAL PACKAGING SA,Consumer Cyclical,Packaging & Containers,2021-08-05,
BASE,COUCHBASE INC,Technology,Software—Infrastructure,2021-07-22,
KRUS,KURA SUSHI USA INC,Consumer Cyclical,Restaurants,2019-08-01,
LINC,LINCOLN EDUCATIONAL SERVICES CORP,Consumer Defensive,Education & Training Services,2005-06-23,
MCW,MISTER CAR WASH INC,Consumer Cyclical,Auto & Truck Dealerships,2021-06-25,
OPK,OPKO HEALTH INC,Healthcare,Diagnostics & Research,1995-11-02,
PFIS,PEOPLES FINANCIAL SERVICES CORP,Financial Services,Banks—Regional,2002-06-05,
SVRA,SAVARA INC,Healthcare,Biotechnology,2017-04-28,
SMBC,SOUTHERN MISSOURI BANCORP INC,Financial Services,Banks—Regional,1994-04-12,
ESQ,ESQUIRE FINANCIAL HOLDINGS INC,Financial Services,Banks—Regional,2017-06-27,
GCMG,GCM GROSVENOR INC CLASS A,Financial Services,Asset Management,2019-02-06,
LPRO,OPEN LENDING CORP,Financial Services,Credit Services,2018-03-26,
USAP,UNIVERSAL STAINLESS AND ALLOY PROD,Basic Materials,Steel,1994-12-14,
VEL,VELOCITY FINANCIAL INC,Financial Services,Mortgage Finance,2020-01-17,
VIR,VIR BIOTECHNOLOGY INC,Healthcare,Biotechnology,2019-10-11,
ZVRA,ZEVRA THERAPEUTICS INC,Healthcare,Biotechnology,2015-04-16,
CMCL,CALEDONIA MINING PLC,Basic Materials,Gold,1984-11-19,
DEC,DIVERSIFIED ENERGY COMPANY PLC,Energy,Oil & Gas E&P,2023-12-19,
FMNB,FARMERS NATIONAL BANC CORP,Financial Services,Banks—Regional,1999-01-04,
EGY,VAALCO ENERGY INC,Energy,Oil & Gas E&P,1993-01-29,
AMBC,AMBAC FINANCIAL GROUP INC,Financial Services,Insurance—Specialty,2013-05-01,
CAPR,CAPRICOR THERAPEUTICS INC,Healthcare,Biotechnology,2007-02-13,
CMTG,CLAROS MORTGAGE TRUST INC,Real Estate,REIT—Mortgage,2021-11-03,
CLBK,COLUMBIA FINANCIAL INC,Financial Services,Banks—Regional,2018-04-23,
CNDT,CONDUENT INC,Technology,Information Technology Services,2016-12-13,
GLRE,GREENLIGHT CAPITAL LTD CLASS A,Financial Services,Insurance—Reinsurance,2007-05-24,
IBTA,IBOTTA INC CLASS A,Technology,Software—Application,2024-04-19,
ITIC,INVESTORS TITLE,Financial Services,Insurance—Specialty,1986-12-03,
LYTS,LSI INDUSTRIES INC,Technology,Electronic Components,1985-03-12,
OFIX,ORTHOFIX MEDICAL INC,Healthcare,Medical Devices,1992-04-24,
PACB,PACIFIC BIOSCIENCES OF CALIFORNIA,Healthcare,Medical Devices,2010-10-27,
QTTB,Q32 BIO INC,Healthcare,Biotechnology,2018-03-28,
SGHC,SUPER GROUP LTD,Consumer Cyclical,Gambling,2020-11-23,
ULH,UNIVERSAL LOGISTICS INC,Industrials,Trucking,2005-02-11,
CSV,CARRIAGE SERVICES INC,Consumer Cyclical,Personal Services,1996-08-09,
FRPH,FRP HOLDINGS INC,Real Estate,Real Estate Services,1986-07-02,
GSBC,GREAT SOUTHERN BANCORP INC,Financial Services,Banks—Regional,1989-12-15,
LQDT,LIQUIDITY SERVICES INC,Consumer Cyclical,Internet Retail,2006-02-27,
THRD,THIRD HARMONIC BIO INC,Healthcare,Biotechnology,2022-09-14,
BGS,B AND G FOODS INC,Consumer Defensive,Packaged Foods,2007-05-23,
CCO,CLEAR CHANNEL OUTDOOR HOLDINGS INC,Communication Services,Advertising Agencies,2005-11-14,
NFBK,NORTHFIELD BANCORP INC,Financial Services,Banks—Regional,2007-11-08,
SRDX,SURMODICS INC,Healthcare,Medical Devices,1998-03-04,
ACEL,ACCEL ENTERTAINMENT INC CLASS A,Consumer Cyclical,Gambling,2017-08-24,
ADPT,ADAPTIVE BIOTECHNOLOGIES CORP,Healthcare,Biotechnology,2019-06-27,
BALY,BALLY S CORP,Consumer Cyclical,Resorts & Casinos,2019-03-29,
GNK,GENCO SHIPPING AND TRADING LTD,Industrials,Marine Shipping,2014-07-15,
HNST,THE HONEST COMPANY INC,Consumer Defensive,Household & Personal Products,2021-05-04,
AROW,ARROW FINANCIAL CORP,Financial Services,Banks—Regional,1980-09-18,
CASS,CASS INFORMATION SYSTEMS INC,Industrials,Specialty Business Services,1996-07-02,
FBIZ,FIRST BUSINESS FINANCIAL SERVICES,Financial Services,Banks—Regional,2005-11-09,
FSBW,FS BANCORP INC,Financial Services,Banks—Regional,2012-07-10,
GCT,GIGACLOUD TECHNOLOGY INC CLASS A,Technology,Software—Infrastructure,2022-08-18,
HIPO,HIPPO HOLDINGS INC,Financial Services,Insurance—Specialty,2021-01-11,
IIIV,I3 VERTICALS INC CLASS A,Technology,Software—Infrastructure,2018-06-21,
INVX,INNOVEX INTERNATIONAL INC,Energy,Oil & Gas Equipment & Services,1997-10-23,
MTUS,METALLUS INC,Basic Materials,Steel,2014-06-19,
NYMT,NEW YORK MORTGAGE TRUST REIT INC,Real Estate,REIT—Mortgage,2004-07-26,
TTI,TETRA TECHNOLOGIES INC,Energy,Oil & Gas Equipment & Services,1990-04-03,
TRUE,TRUECAR INC,Communication Services,Internet Content & Information,2014-05-16,
ACTG,ACACIA RESEARCH CORP,Industrials,Business Equipment & Supplies,2002-12-16,
EVER,EVERQUOTE INC CLASS A,Communication Services,Internet Content & Information,2018-06-28,
INBK,FIRST INTERNET BANCORP,Financial Services,Banks—Regional,2006-04-05,
LIF,LIFE360 INC,Technology,Software—Application,2024-06-06,
ARKO,ARKO,Consumer Cyclical,Specialty Retail,2019-07-23,
DIN,DINE BRANDS GLOBAL INC,Consumer Cyclical,Restaurants,1991-07-12,
DXPE,DXP ENTERPRISES INC,Industrials,Industrial Distribution,1998-05-07,
LOCO,EL POLLO LOCO INC,Consumer Cyclical,Restaurants,2014-07-25,
LRMR,LARIMAR THERAPEUTICS INC,Healthcare,Biotechnology,2014-06-19,
PUMP,PROPETRO HOLDING CORP,Energy,Oil & Gas Equipment & Services,2017-03-17,
SVC,SERVICE PROPERTIES TRUST,Real Estate,REIT—Hotel & Motel,1995-08-17,
TIPT,TIPTREE INC,Financial Services,Insurance—Specialty,2010-10-15,
CCRN,CROSS COUNTRY HEALTHCARE INC,Healthcare,Medical Care Facilities,2001-10-25,
CTKB,CYTEK BIOSCIENCES INC,Healthcare,Medical Devices,2021-07-23,
HBCP,HOME BANCORP INC,Financial Services,Banks—Regional,2008-10-08,
REAX,REAL BROKERAGE INC,Real Estate,Real Estate Services,2021-01-08,
MCS,THE MARCUS CORP,Communication Services,Entertainment,1980-03-17,
ACCO,ACCO BRANDS CORP,Industrials,Business Equipment & Supplies,2005-08-17,
IRMD,IRADIMED CORP,Healthcare,Medical Devices,2014-07-16,
LASR,NLIGHT INC,Technology,Semiconductors,2018-04-26,
OLMA,OLEMA PHARMACEUTICALS INC,Healthcare,Biotechnology,2020-11-19,
PTLO,PORTILLO S INC CLASS A,Consumer Cyclical,Restaurants,2021-10-21,
HEAR,TURTLE BEACH CORP,Technology,Consumer Electronics,2010-11-15,
ABSI,ABSCI CORP,Healthcare,Biotechnology,2021-07-22,
ATRO,ASTRONICS CORP,Industrials,Aerospace & Defense,1980-03-17,
CWBC,COMMUNITY WEST BANCSHARES,Financial Services,Banks—Regional,1999-03-08,
OLO,OLO INC CLASS A,Technology,Software—Application,2021-03-17,
TRC,TEJON RANCH,Industrials,Conglomerates,1980-03-17,
USNA,USANA HEALTH SCIENCES INC,Consumer Defensive,Packaged Foods,1994-04-04,
ACNB,ACNB CORP,Financial Services,Banks—Regional,1994-04-04,
ADCT,ADC THERAPEUTICS SA,Healthcare,Biotechnology,2020-05-18,
CEVA,CEVA INC,Technology,Semiconductors,2002-11-01,
EBF,ENNIS INC,Industrials,Business Equipment & Supplies,1980-03-17,
EYPT,EYEPOINT PHARMACEUTICALS INC,Healthcare,Biotechnology,2005-01-27,
FRBA,FIRST BANK,Financial Services,Banks—Regional,2010-10-15,
GEF-B,GREIF INC CLASS B,Consumer Cyclical,Packaging & Containers,2003-10-07,
MLNK,MERIDIANLINK INC,Technology,Software—Application,2021-07-28,
ODC,OIL DRI CORPORATION OF AMERICA,Basic Materials,Specialty Chemicals,1980-03-19,
OBT,ORANGE COUNTY BANCORP INC,Financial Services,Banks—Regional,2003-10-15,
YMAB,Y MABS THERAPEUTICS INC,Healthcare,Biotechnology,2018-09-21,
BATRA,ATLANTA BRAVES HOLDINGS INC SERIES,Communication Services,Entertainment,2016-04-18,
EBTC,ENTERPRISE BANCORP INC,Financial Services,Banks—Regional,2005-02-14,
ESPR,ESPERION THERAPEUTICS INC,Healthcare,Drug Manufacturers—Specialty & Generic,2013-06-26,
HYLN,HYLIION HOLDINGS CORP CLASS A,Consumer Cyclical,Auto Parts,2020-01-02,
MCB,METROPOLITAN BANK HOLDING CORP,Financial Services,Banks—Regional,2017-11-08,
PGY,PAGAYA TECHNOLOGIES LTD CLASS A,Technology,Software—Infrastructure,2021-04-21,
RVNC,REVANCE THERAPEUTICS INC,Healthcare,Biotechnology,2014-02-06,
TRTX,TPG RE FINANCE TRUST INC,Real Estate,REIT—Mortgage,2017-07-20,
BBUC,BROOKFIELD BUSINESS CORP CLASS A,Financial Services,Asset Management,2022-03-07,
BCAL,CALIFORNIA BANCORP,Financial Services,Banks—Regional,2005-11-10,
CTO,CTO REALTY GROWTH INC,Real Estate,REIT—Diversified,1980-03-17,
MAX,MEDIAALPHA INC CLASS A,Communication Services,Internet Content & Information,2020-10-28,
RYAM,RAYONIER ADVANCED MATERIALS INC,Basic Materials,Chemicals,2014-06-16,
SENEA,SENECA FOODS CORP CLASS A,Consumer Defensive,Packaged Foods,1998-06-03,
CCNE,CNB FINANCIAL CORP,Financial Services,Banks—Regional,1994-04-04,
TRDA,ENTRADA THERAPEUTICS INC,Healthcare,Biotechnology,2021-10-29,
GRNT,GRANITE RIDGE RESOURCES INC,Energy,Oil & Gas E&P,2020-11-06,
HTLD,HEARTLAND EXPRESS INC,Industrials,Trucking,1986-11-05,
RICK,RCI HOSPITALITY HOLDINGS INC,Consumer Cyclical,Restaurants,1995-10-13,
TWKS,THOUGHTWORKS HOLDING INC,Technology,Information Technology Services,2021-09-15,
UHT,UNIVERSAL HEALTH REALTY INCOME TRU,Real Estate,REIT—Healthcare Facilities,1986-12-26,
VREX,VAREX IMAGING CORP,Healthcare,Medical Devices,2017-01-23,
ETNB,89BIO INC,Healthcare,Biotechnology,2019-11-11,
ALX,ALEXANDERS REIT INC,Real Estate,REIT—Retail,1973-02-21,
AVXL,ANAVEX LIFE SCIENCES CORP,Healthcare,Biotechnology,2006-08-02,
ATXS,ASTRIA THERAPEUTICS INC,Healthcare,Biotechnology,2015-06-25,
CON,CONCENTRA GROUP HOLDINGS PARENT IN,Healthcare,Medical Care Facilities,2024-07-25,
TBPH,THERAVANCE BIOPHARMA INC,Healthcare,Biotechnology,2014-05-16,
CCSI,CONSENSUS CLOUD SOLUTIONS INC,Technology,Software—Infrastructure,2021-09-30,
GHM,GRAHAM CORP,Industrials,Specialty Industrial Machinery,1980-03-17,
JMSB,JOHN MARSHALL BANCORP INC,Financial Services,Banks—Regional,2017-03-02,
BFS,SAUL CENTERS REIT INC,Real Estate,REIT—Retail,1993-08-19,
UIS,UNISYS CORP,Technology,Information Technology Services,1972-06-01,
PLOW,DOUGLAS DYNAMICS INC,Consumer Cyclical,Auto Parts,2010-05-05,
HUMA,HUMACYTE INC,Healthcare,Biotechnology,2020-12-01,
AVO,MISSION PRODUCE INC,Consumer Defensive,Food Distribution,2020-10-02,
OLP,ONE LIBERTY PROPERTIES REIT INC,Real Estate,REIT—Diversified,1983-04-25,
WTBA,WEST BANCORPORATION INC,Financial Services,Banks—Regional,1999-05-03,
ZIMV,ZIMVIE INC,Healthcare,Medical Devices,2022-02-16,
CELC,CELCUITY INC,Healthcare,Biotechnology,2017-09-20,
CIVB,CIVISTA BANCSHARES INC,Financial Services,Banks—Regional,1994-04-06,
CLFD,CLEARFIELD INC,Technology,Communication Equipment,1986-08-06,
FDBC,FIDELITY D AND D BANCORP INC,Financial Services,Banks—Regional,1999-04-13,
GCI,GANNETT CO INC,Communication Services,Publishing,2014-02-04,
GTN,GRAY TELEVISION INC,Communication Services,Broadcasting,2002-08-30,
INST,INSTRUCTURE HOLDINGS INC,Technology,Software—Application,2021-07-22,
WASH,WASHINGTON TRUST BANCORP INC,Financial Services,Banks—Regional,1987-06-08,
WSBF,WATERSTONE FINANCIAL INC,Financial Services,Banks—Regional,2005-10-05,
HOUS,ANYWHERE REAL ESTATE INC,Real Estate,Real Estate Services,2012-10-11,
LAND,GLADSTONE LAND REIT CORP,Real Estate,REIT—Specialty,2013-01-29,
MNMD,MIND MEDICINE SUBORDINATE VOTING I,Healthcare,Biotechnology,2016-11-15,
GLUE,MONTE ROSA THERAPEUTICS INC,Healthcare,Biotechnology,2021-06-24,
REPL,REPLIMUNE GROUP INC,Healthcare,Biotechnology,2018-07-20,
BWB,BRIDGEWATER BANCSHARES INC,Financial Services,Banks—Regional,2018-03-14,
CVI,CVR ENERGY INC,Energy,Oil & Gas Refining & Marketing,2007-10-23,
EVCM,EVERCOMMERCE INC,Technology,Software—Infrastructure,2021-07-01,
FPI,FARMLAND PARTNERS INC,Real Estate,REIT—Specialty,2014-04-11,
THFF,FIRST FINANCIAL CORPORATION INDIAN,Financial Services,Banks—Regional,1992-03-03,
HIFS,HINGHAM INSTITUTION FOR SAVINGS,Financial Services,Banks—Regional,1988-12-14,
MBCN,MIDDLEFIELD BANC CORP,Financial Services,Banks—Regional,2003-02-27,
PTVE,PACTIV EVERGREEN INC,Consumer Cyclical,Packaging & Containers,2020-09-17,
SPFI,SOUTH PLAINS FINANCIAL INC,Financial Services,Banks—Regional,2019-05-09,
SPOK,SPOK HOLDINGS INC,Healthcare,Health Information Services,2004-11-17,
ADV,ADVANTAGE SOLUTIONS INC CLASS A,Communication Services,Advertising Agencies,2020-01-02,
CLNE,CLEAN ENERGY FUELS CORP,Energy,Oil & Gas Refining & Marketing,2007-05-25,
FMAO,FARMERS AND MERCHANTS BANCORP INC,Financial Services,Banks—Regional,2006-01-30,
FSBC,FIVE STAR BANCORP,Financial Services,Banks—Regional,2021-05-04,
FFIC,FLUSHING FINANCIAL CORP,Financial Services,Banks—Regional,1995-11-21,
LIND,LINDBLAD EXPEDITIONS HOLDINGS INC,Consumer Cyclical,Travel Services,2013-07-03,
RES,RPC INC,Energy,Oil & Gas Equipment & Services,1984-06-11,
UFCS,UNITED FIRE GROUP INC,Financial Services,Insurance—Property & Casualty,1980-03-18,
EE,EXCELERATE ENERGY INC CLASS A,Energy,Oil & Gas Midstream,2022-04-13,
GPRE,GREEN PLAINS INC,Basic Materials,Chemicals,2006-03-15,
LILA,LIBERTY LATIN AMERICA LTD CLASS A,Communication Services,Telecom Services,2015-07-02,
TSHA,TAYSHA GENE THERAPIES INC,Healthcare,Biotechnology,2020-09-24,
YORW,YORK WATER,Utilities,Utilities—Regulated Water,1999-05-03,
ARHS,ARHAUS INC CLASS A,Consumer Cyclical,Home Improvement Retail,2021-11-04,
BRY,BERRY,Energy,Oil & Gas E&P,2018-07-18,
IIIN,INSTEEL INDUSTRIES INC,Industrials,Metal Fabrication,1992-03-17,
MYE,MYERS INDUSTRIES INC,Consumer Cyclical,Packaging & Containers,1980-03-17,
METC,RAMACO RESOURCES INC CLASS A,Basic Materials,Coking Coal,2017-02-03,
SHYF,SHYFT GROUP INC,Industrials,Farm & Heavy Construction Machinery,1984-06-19,
URGN,UROGEN PHARMA LTD,Healthcare,Biotechnology,2017-05-04,
ALRS,ALERUS FINANCIAL CORP,Financial Services,Banks—Regional,2003-03-20,
REFI,CHICAGO ATLANTIC REAL ESTATE FINAN,Real Estate,REIT—Mortgage,2021-12-08,
CLW,CLEARWATER PAPER CORP,Basic Materials,Paper & Paper Products,2008-12-05,
GOGO,GOGO INC,Communication Services,Telecom Services,2013-06-21,
SLP,SIMULATIONS PLUS INC,Healthcare,Health Information Services,1997-06-18,
XPER,XPERI INC,Technology,Software—Application,2022-09-20,
ADTN,ADTRAN HOLDINGS INC,Technology,Communication Equipment,1994-08-10,
CCCC,C4 THERAPEUTICS INC,Healthcare,Biotechnology,2020-10-02,
CWCO,CONSOLIDATED WATER LTD,Utilities,Utilities—Regulated Water,1995-01-25,
DENN,DENNYS CORP,Consumer Cyclical,Restaurants,1998-01-08,
FLGT,FULGENT GENETICS INC,Healthcare,Diagnostics & Research,2016-09-29,
LESL,LESLIES INC,Consumer Cyclical,Specialty Retail,2020-10-29,
LGF-A,LIONS GATE ENTERTAINMENT VOTING CO,Communication Services,Entertainment,1998-11-17,
LOVE,LOVESAC COMPANY,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2018-06-27,
NLOP,NET LEASE OFFICE PROPERTIES,Real Estate,REIT—Office,2023-11-06,
RLAY,RELAY THERAPEUTICS INC,Healthcare,Biotechnology,2020-07-16,
WRLD,WORLD ACCEPTANCE CORP,Financial Services,Credit Services,1991-11-26,
CVGW,CALAVO GROWERS INC,Consumer Defensive,Food Distribution,2002-07-22,
CMP,COMPASS MINERALS INTERNATIONAL INC,Basic Materials,Other Industrial Metals & Mining,2003-12-12,
FISI,FINANCIAL INSTITUTIONS INC,Financial Services,Banks—Regional,1999-06-25,
SD,SANDRIDGE ENERGY INC,Energy,Oil & Gas E&P,2016-10-04,
SFST,SOUTHERN FIRST BANCSHARES INC,Financial Services,Banks—Regional,1999-10-28,
ZUMZ,ZUMIEZ INC,Consumer Cyclical,Apparel Retail,2005-05-06,
CZNC,CITIZENS AND NORTHERN CORP,Financial Services,Banks—Regional,1994-04-05,
HBT,HBT FINANCIAL INC,Financial Services,Banks—Regional,2019-10-11,
INDI,INDIE SEMICONDUCTOR INC CLASS A,Technology,Semiconductor Equipment & Materials,2019-10-04,
JAKK,JAKKS PACIFIC INC,Consumer Cyclical,Leisure,1996-05-02,
KRNY,KEARNY FINANCIAL CORP,Financial Services,Banks—Regional,2005-02-24,
OIS,OIL STATES INTERNATIONAL INC,Energy,Oil & Gas Equipment & Services,2001-02-09,
PANL,PANGAEA LOGISTICS SOLUTIONS LTD,Industrials,Marine Shipping,2013-12-19,
PAYS,PAYSIGN INC,Technology,Software—Infrastructure,2007-10-10,
FRST,PRIMIS FINANCIAL CORP,Financial Services,Banks—Regional,2006-11-01,
PACK,RANPAK HOLDINGS CORP CLASS A,Consumer Cyclical,Packaging & Containers,2018-03-13,
RBB,RBB BANCORP,Financial Services,Banks—Regional,2017-07-26,
TSBK,TIMBERLAND BANCORP INC,Financial Services,Banks—Regional,1998-01-13,
ARIS,ARIS WATER SOLUTIONS INC CLASS A,Utilities,Utilities—Regulated Water,2021-10-22,
CHCT,COMMUNITY HEALTHCARE TRUST INC,Real Estate,REIT—Healthcare Facilities,2015-05-20,
FWRG,FIRST WATCH RESTAURANT GROUP INC,Consumer Cyclical,Restaurants,2021-10-01,
KE,KIMBALL ELECTRONICS INC,Industrials,Electrical Equipment & Parts,2014-11-03,
PX,P10 INC CLASS A,Financial Services,Asset Management,2021-10-21,
PLPC,PREFORMED LINE PRODUCTS,Industrials,Electrical Equipment & Parts,1999-04-28,
RRBI,RED RIVER BANCSHARES INC,Financial Services,Banks—Regional,2019-05-03,
TYRA,TYRA BIOSCIENCES INC,Healthcare,Biotechnology,2021-09-15,
DGICA,DONEGAL GROUP INC CLASS A,Financial Services,Insurance—Property & Casualty,2003-07-03,
GMRE,GLOBAL MEDICAL REIT INC,Real Estate,REIT—Healthcare Facilities,2016-06-30,
MVBF,MVB FINANCIAL CORP,Financial Services,Banks—Regional,2012-08-03,
BIGC,BIGCOMMERCE HOLDINGS INC SERIES,Technology,Software—Application,2020-08-05,
