symbol,asset_name,sector,industry,first_traded,index_inclusion
STT,State Street Corporation,Financial Services,Asset Management,1980-03-17,2003-03-14
TTWO,"Take-Two Interactive Software, Inc.",Communication Services,Electronic Gaming & Multimedia,1997-04-15,2018-03-19
RJF,"Raymond James Financial, Inc.",Financial Services,Asset Management,1983-07-01,2017-03-20
ANSS,"ANSYS, Inc.",Technology,Software - Application,1996-06-20,2017-06-19
MTD,Mettler-Toledo International Inc.,Healthcare,Diagnostics & Research,1997-11-14,2016-09-06
HUBS,"HubSpot, Inc.",Technology,Software - Application,2014-10-09,
AWK,"American Water Works Company, Inc.",Utilities,Utilities - Regulated Water,2008-04-23,2016-03-04
CVNA,Carvana Co.,Consumer Cyclical,Auto & Truck Dealerships,2017-04-28,
PHM,"PulteGroup, Inc.",Consumer Cyclical,Residential Construction,1980-03-17,1984-04-30
EQR,Equity Residential,Real Estate,REIT - Residential,1993-08-12,2001-12-03
SW,Smurfit Westrock Plc,Consumer Cyclical,Packaging & Containers,2024-07-08,2024-07-08
VTR,"Ventas, Inc.",Real Estate,REIT - Healthcare Facilities,1997-05-05,2009-03-04
NET,"Cloudflare, Inc.",Technology,Software - Infrastructure,2019-09-13,
ADM,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,1980-03-17,1957-03-04
RBLX,Roblox Corporation,Communication Services,Electronic Gaming & Multimedia,2021-03-10,
NVR,"NVR, Inc.",Consumer Cyclical,Residential Construction,1985-07-22,2019-09-26
GPN,Global Payments Inc.,Industrials,Specialty Business Services,2001-01-16,2016-04-25
CAH,"Cardinal Health, Inc.",Healthcare,Medical Distribution,1983-08-04,1997-05-27
UAL,"United Airlines Holdings, Inc.",Industrials,Airlines,2006-02-06,2015-09-03
DTE,DTE Energy Company,Utilities,Utilities - Regulated Electric,1962-01-02,1957-03-04
KEYS,"Keysight Technologies, Inc.",Technology,Scientific & Technical Instruments,2014-10-20,2018-11-06
DOV,Dover Corporation,Industrials,Specialty Industrial Machinery,1980-03-17,1985-10-31
HSY,The Hershey Company,Consumer Defensive,Confectioners,1980-03-17,1957-03-04
TYL,"Tyler Technologies, Inc.",Technology,Software - Application,1980-03-17,2020-06-22
BIIB,Biogen Inc.,Healthcare,Drug Manufacturers - General,1991-09-17,2003-11-13
IFF,International Flavors & Fragrances Inc.,Basic Materials,Specialty Chemicals,1974-12-17,1976-03-31
VLTO,Veralto Corporation,Industrials,Pollution & Treatment Controls,2023-10-04,2023-10-02
HPE,Hewlett Packard Enterprise Company,Technology,Communication Equipment,2015-10-19,2015-11-02
CDW,CDW Corporation,Technology,Information Technology Services,2013-06-27,2019-09-23
FTV,Fortive Corporation,Technology,Scientific & Technical Instruments,2016-07-05,2016-07-01
BRO,"Brown & Brown, Inc.",Financial Services,Insurance Brokers,1981-02-11,2021-09-20
BR,"Broadridge Financial Solutions, Inc.",Technology,Information Technology Services,2007-03-22,2018-06-18
LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,2006-10-17,2019-08-09
DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,1993-10-15,2024-03-18
CHD,"Church & Dwight Co., Inc.",Consumer Defensive,Household & Personal Products,1980-03-17,2015-12-29
HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,1972-06-01,1957-03-04
SBAC,SBA Communications Corporation,Real Estate,REIT - Specialty,1999-06-16,2017-09-01
TROW,"T. Rowe Price Group, Inc.",Financial Services,Asset Management,1986-04-02,2019-07-29
DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,1985-07-22,2000-08-30
PPL,PPL Corporation,Utilities,Utilities - Regulated Electric,1980-03-17,2001-10-01
FE,FirstEnergy Corp.,Utilities,Utilities - Regulated Electric,1997-11-10,1997-11-28
NTAP,"NetApp, Inc.",Technology,Computer Hardware,1995-11-21,1999-06-25
GDDY,GoDaddy Inc.,Technology,Software - Infrastructure,2015-03-31,2024-06-24
BAH,Booz Allen Hamilton Holding Corporation,Industrials,Consulting Services,2010-11-18,
AEE,Ameren Corporation,Utilities,Utilities - Regulated Electric,1998-01-02,1991-09-19
ES,Eversource Energy,Utilities,Utilities - Regulated Electric,1973-02-21,2009-07-24
FCNCA,"First Citizens BancShares, Inc.",Financial Services,Banks - Regional,1986-10-22,
HUBB,Hubbell Incorporated,Industrials,Electrical Equipment & Parts,1972-06-05,2023-10-18
WY,Weyerhaeuser Company,Real Estate,REIT - Specialty,1973-05-03,1979-10-01
ILMN,"Illumina, Inc.",Healthcare,Diagnostics & Research,2000-07-28,2008/12/01
CBOE,"Cboe Global Markets, Inc.",Financial Services,Financial Data & Stock Exchanges,2010-06-15,2017-03-01
CPAY,"Corpay, Inc.",Technology,Software - Infrastructure,2010-12-15,2018-06-20
LYB,LyondellBasell Industries N.V.,Basic Materials,Specialty Chemicals,2010-04-28,2012-09-05
HBAN,Huntington Bancshares Incorporated,Financial Services,Banks - Regional,1980-03-17,1997-08-28
WST,"West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies,1980-03-17,2020-05-22
STE,STERIS plc,Healthcare,Medical Devices,1992-06-01,2019-12-23
RF,Regions Financial Corporation,Financial Services,Banks - Regional,1980-03-17,1998-08-28
PTC,PTC Inc.,Technology,Software - Application,1989-12-08,2021-04-20
ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,Medical Devices,2001-07-25,2001-08-07
CCL,Carnival Corporation & plc,Consumer Cyclical,Travel Services,1987-07-24,1998-12-22
TPL,Texas Pacific Land Corporation,Energy,Oil & Gas E&P,1980-03-17,
SYF,Synchrony Financial,Financial Services,Credit Services,2014-07-31,2015-11-18
CINF,Cincinnati Financial Corporation,Financial Services,Insurance - Property & Casualty,1980-03-17,1997-12-18
WDC,Western Digital Corporation,Technology,Computer Hardware,1978-10-31,2009-07-01
EQT,EQT Corporation,Energy,Oil & Gas E&P,1980-03-17,2022-10-03
LPLA,LPL Financial Holdings Inc.,Financial Services,Capital Markets,2010-11-18,
TDY,Teledyne Technologies Incorporated,Technology,Scientific & Technical Instruments,1999-11-23,2020-06-22
K,Kellanova,Consumer Defensive,Packaged Foods,1973-02-21,1989-09-11
EME,"EMCOR Group, Inc.",Industrials,Engineering & Construction,1995-01-10,
CMS,CMS Energy Corporation,Utilities,Utilities - Regulated Electric,1973-02-21,1957-03-04
ATO,Atmos Energy Corporation,Utilities,Utilities - Regulated Gas,1983-12-28,2019-02-15
BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,2005-06-28,2023-12-18
FSLR,"First Solar, Inc.",Technology,Solar,2006-11-17,2022-12-19
PKG,Packaging Corporation of America,Consumer Cyclical,Packaging & Containers,2000-01-28,2017-07-26
COO,"The Cooper Companies, Inc.",Healthcare,Medical Instruments & Supplies,1983-01-21,2016-09-23
NTRS,Northern Trust Corporation,Financial Services,Asset Management,1980-03-17,1998-01-30
MKC,"McCormick & Company, Incorporated",Consumer Defensive,Packaged Foods,1973-02-21,2003-03-20
ZM,"Zoom Video Communications, Inc.",Technology,Software - Application,2019-04-18,
EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,2005-07-21,2007-10-02
WBD,"Warner Bros. Discovery, Inc.",Communication Services,Entertainment,2005-07-08,2022-04-11
TRU,TransUnion,Financial Services,Financial Data & Stock Exchanges,2015-06-25,
MKL,Markel Group Inc.,Financial Services,Insurance - Property & Casualty,1986-12-12,
CLX,The Clorox Company,Consumer Defensive,Household & Personal Products,1973-02-21,1969-03-31
ARE,"Alexandria Real Estate Equities, Inc.",Real Estate,REIT - Office,1997-05-28,2017-03-20
CSL,Carlisle Companies Incorporated,Industrials,Building Products & Equipment,1973-02-21,
BBY,"Best Buy Co., Inc.",Consumer Cyclical,Specialty Retail,1985-04-18,1999-06-29
OMC,Omnicom Group Inc.,Communication Services,Advertising Agencies,1980-03-17,1997-12-31
LH,Labcorp Holdings Inc.,Healthcare,Diagnostics & Research,1990-03-29,2004-11-01
ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,1991-08-15,2019-12-23
EXE,Expand Energy Corporation,Energy,Oil & Gas E&P,2021-02-10,
STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,1996-11-22,2022-12-22
INVH,Invitation Homes Inc.,Real Estate,REIT - Residential,2017-02-01,2022-09-19
WAT,Waters Corporation,Healthcare,Diagnostics & Research,1995-11-17,2002-01-02
PINS,"Pinterest, Inc.",Communication Services,Internet Content & Information,2019-04-18,
DRI,"Darden Restaurants, Inc.",Consumer Cyclical,Restaurants,1995-05-09,1995-05-31
MDB,"MongoDB, Inc.",Technology,Software - Infrastructure,2017-10-19,2022/12/01
IP,International Paper Company,Consumer Cyclical,Packaging & Containers,1962-01-02,1957-03-04
LII,Lennox International Inc.,Industrials,Building Products & Equipment,1999-07-29,
CFG,"Citizens Financial Group, Inc.",Financial Services,Banks - Regional,2014-09-24,2016-01-29
CNP,"CenterPoint Energy, Inc.",Utilities,Utilities - Regulated Electric,1962-01-02,1985-07-31
PFG,"Principal Financial Group, Inc.",Financial Services,Asset Management,2001-10-23,2002-07-22
NRG,"NRG Energy, Inc.",Utilities,Utilities - Independent Power Producers,2003-12-02,2010-01-29
MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans,2003-07-02,2022-03-02
LUV,Southwest Airlines Co.,Industrials,Airlines,1980-01-02,1994-07-01
LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,2005-12-21,2019-12-23
LVS,Las Vegas Sands Corp.,Consumer Cyclical,Resorts & Casinos,2004-12-15,2019-10-03
BALL,Ball Corporation,Consumer Cyclical,Packaging & Containers,1973-02-21,1984-10-31
ESS,"Essex Property Trust, Inc.",Real Estate,REIT - Residential,1994-06-07,2014-04-02
HOLX,"Hologic, Inc.",Healthcare,Medical Instruments & Supplies,1990-03-01,2016-03-30
BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,1981-10-27,1972-09-30
CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P,1990-02-08,2008-06-23
DG,Dollar General Corporation,Consumer Defensive,Discount Stores,2009-11-13,2012-12-03
MAA,"Mid-America Apartment Communities, Inc.",Real Estate,REIT - Residential,1994-01-28,2016-12-02
J,Jacobs Solutions Inc.,Industrials,Engineering & Construction,1980-03-17,2007-10-26
MAS,Masco Corporation,Industrials,Building Products & Equipment,1980-03-17,1981-06-30
MRNA,"Moderna, Inc.",Healthcare,Biotechnology,2018-12-07,2021-07-21
ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail,2007-10-25,2016-04-18
FDS,FactSet Research Systems Inc.,Financial Services,Financial Data & Stock Exchanges,1996-06-28,2021-12-20
SNA,Snap-on Incorporated,Industrials,Tools & Accessories,1973-02-21,1982-09-30
DGX,Quest Diagnostics Incorporated,Healthcare,Diagnostics & Research,1996-12-17,2002-12-12
WSM,"Williams-Sonoma, Inc.",Consumer Cyclical,Specialty Retail,1983-07-07,
WRB,W. R. Berkley Corporation,Financial Services,Insurance - Property & Casualty,1973-10-23,2019-12-05
AVY,Avery Dennison Corporation,Consumer Cyclical,Packaging & Containers,1973-02-21,1987-12-31
TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,1973-02-21,2020-09-21
ZS,"Zscaler, Inc.",Technology,Software - Infrastructure,2018-03-16,2022/12/01
EXPD,"Expeditors International of Washington, Inc.",Industrials,Integrated Freight & Logistics,1984-09-26,2007-10-10
RS,"Reliance, Inc.",Basic Materials,Steel,1994-09-16,
TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,1980-03-17,2005-08-10
RPM,RPM International Inc.,Basic Materials,Specialty Chemicals,1980-03-17,
SUI,"Sun Communities, Inc.",Real Estate,REIT - Residential,1993-12-09,
FWONK,Formula One Group,Communication Services,Entertainment,2014-07-08,
PODD,Insulet Corporation,Healthcare,Medical Devices,2007-05-15,2023-03-15
PNR,Pentair plc,Industrials,Specialty Industrial Machinery,1973-05-03,2012-10-01
WSO,"Watsco, Inc.",Industrials,Industrial Distribution,1984-06-07,
MANH,"Manhattan Associates, Inc.",Technology,Software - Application,1998-04-23,
DKNG,DraftKings Inc.,Consumer Cyclical,Gambling,2019-07-25,
AMCR,Amcor plc,Consumer Cyclical,Packaging & Containers,2012-05-15,2019-06-07
IEX,IDEX Corporation,Industrials,Specialty Industrial Machinery,1989-06-02,2019-08-09
UTHR,United Therapeutics Corporation,Healthcare,Biotechnology,1999-06-17,
IBKR,"Interactive Brokers Group, Inc.",Financial Services,Capital Markets,2007-05-04,
GEN,Gen Digital Inc.,Technology,Software - Infrastructure,1989-06-23,2003-03-25
DT,"Dynatrace, Inc.",Technology,Software - Application,2019-08-01,
GPC,Genuine Parts Company,Consumer Cyclical,Auto Parts,1980-03-17,1973-12-31
RBA,"RB Global, Inc.",Industrials,Specialty Business Services,1998-03-10,
DOC,"Healthpeak Properties, Inc.",Real Estate,REIT - Healthcare Facilities,1985-05-23,2008-03-31
EL,The Estée Lauder Companies Inc.,Consumer Defensive,Household & Personal Products,1995-11-17,2006-01-05
KEY,KeyCorp,Financial Services,Banks - Regional,1987-11-05,1994-03-01
BURL,"Burlington Stores, Inc.",Consumer Cyclical,Apparel Retail,2013-10-02,
NI,NiSource Inc.,Utilities,Utilities - Regulated Gas,1973-02-21,2000-11-02
ENTG,"Entegris, Inc.",Technology,Semiconductor Equipment & Materials,2000-07-11,
HOOD,"Robinhood Markets, Inc.",Financial Services,Capital Markets,2021-07-29,
FNF,"Fidelity National Financial, Inc.",Financial Services,Insurance - Specialty,2005-10-14,
MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,1962-01-02,1957-03-04
HEI-A,HEICO Corporation,Industrials,Aerospace & Defense,1998-04-27,
EG,"Everest Group, Ltd.",Financial Services,Insurance - Reinsurance,1995-10-03,2017-06-19
PSTG,"Pure Storage, Inc.",Technology,Computer Hardware,2015-10-06,
APTV,Aptiv PLC,Consumer Cyclical,Auto Parts,2011-11-17,2012-12-24
KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,1991-11-22,2006-04-04
ALGN,"Align Technology, Inc.",Healthcare,Medical Instruments & Supplies,2001-01-30,2017-06-19
TXT,Textron Inc.,Industrials,Aerospace & Defense,1973-02-21,1978-12-31
GWRE,"Guidewire Software, Inc.",Technology,Software - Application,2012-01-25,
OC,Owens Corning,Industrials,Building Products & Equipment,2006-11-01,
LNT,Alliant Energy Corporation,Utilities,Utilities - Regulated Electric,1973-02-21,2016-07-01
NTNX,"Nutanix, Inc.",Technology,Software - Infrastructure,2016-09-30,
AKAM,"Akamai Technologies, Inc.",Technology,Software - Infrastructure,1999-10-29,2007-07-12
TW,Tradeweb Markets Inc.,Financial Services,Capital Markets,2019-04-04,
AVTR,"Avantor, Inc.",Healthcare,Medical Instruments & Supplies,2019-05-17,
TOL,"Toll Brothers, Inc.",Consumer Cyclical,Residential Construction,1986-07-08,
SSNC,"SS&C Technologies Holdings, Inc.",Technology,Software - Application,2010-03-31,
JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,Integrated Freight & Logistics,1983-11-22,2015-07-01
CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,2005-08-11,2008-08-27
EQH,"Equitable Holdings, Inc.",Financial Services,Insurance - Diversified,2018-05-10,
VRSN,"VeriSign, Inc.",Technology,Software - Infrastructure,1998-01-30,2006-02-01
THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,1980-03-17,
XPO,"XPO, Inc.",Industrials,Trucking,2003-10-07,
RVTY,"Revvity, Inc.",Healthcare,Diagnostics & Research,1973-02-21,1985-05-31
CASY,"Casey's General Stores, Inc.",Consumer Cyclical,Specialty Retail,1983-10-20,
TRMB,Trimble Inc.,Technology,Scientific & Technical Instruments,1990-07-20,2021-01-21
DPZ,"Domino's Pizza, Inc.",Consumer Cyclical,Restaurants,2004-07-13,2020-05-12
SMCI,"Super Micro Computer, Inc.",Technology,Computer Hardware,2007-03-29,2024-03-18
DOCU,"DocuSign, Inc.",Technology,Software - Application,2018-04-27,
NDSN,Nordson Corporation,Industrials,Specialty Industrial Machinery,1980-03-18,2022-02-15
ACM,AECOM,Industrials,Engineering & Construction,2007-05-10,
TWLO,Twilio Inc.,Technology,Software - Infrastructure,2016-06-23,
SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,1984-09-07,2015-03-12
SWK,"Stanley Black & Decker, Inc.",Industrials,Tools & Accessories,1980-03-17,1982-09-30
CE,Celanese Corporation,Basic Materials,Chemicals,2005-01-21,2018-12-24
L,Loews Corporation,Financial Services,Insurance - Property & Casualty,1980-03-17,1995-05-31
UDR,"UDR, Inc.",Real Estate,REIT - Residential,1980-03-17,2016-03-07
FIX,"Comfort Systems USA, Inc.",Industrials,Engineering & Construction,1997-06-27,
RGA,"Reinsurance Group of America, Incorporated",Financial Services,Insurance - Reinsurance,2008-09-12,
VTRS,Viatris Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,1980-03-17,2004-04-23
USFD,US Foods Holding Corp.,Consumer Defensive,Food Distribution,2016-05-26,
FFIV,"F5, Inc.",Technology,Software - Infrastructure,1999-06-04,2010-12-20
FTAI,FTAI Aviation Ltd.,Industrials,Rental & Leasing Services,2015-05-14,
CAG,"Conagra Brands, Inc.",Consumer Defensive,Packaged Foods,1980-03-17,1983-08-31
JBL,Jabil Inc.,Technology,Electronic Components,1993-05-03,2023-12-18
EWBC,"East West Bancorp, Inc.",Financial Services,Banks - Regional,1999-02-03,
JKHY,"Jack Henry & Associates, Inc.",Technology,Information Technology Services,1985-11-20,2018-11-13
GGG,Graco Inc.,Industrials,Specialty Industrial Machinery,1980-03-17,
EVRG,"Evergy, Inc.",Utilities,Utilities - Regulated Electric,1973-02-21,2018-06-05
NTRA,"Natera, Inc.",Healthcare,Diagnostics & Research,2015-07-01,
RNR,RenaissanceRe Holdings Ltd.,Financial Services,Insurance - Reinsurance,1995-07-27,
GLPI,"Gaming and Leisure Properties, Inc.",Real Estate,REIT - Specialty,2013-10-14,
TOST,"Toast, Inc.",Technology,Software - Infrastructure,2021-09-22,
POOL,Pool Corporation,Industrials,Industrial Distribution,1995-10-13,2020-10-07
DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,1995-03-07,2011-12-19
ROL,"Rollins, Inc.",Consumer Cyclical,Personal Services,1980-03-17,2018-10-01
TXRH,"Texas Roadhouse, Inc.",Consumer Cyclical,Restaurants,2004-10-05,
TTEK,"Tetra Tech, Inc.",Industrials,Engineering & Construction,1991-12-17,
SAIA,"Saia, Inc.",Industrials,Trucking,2002-09-11,
CW,Curtiss-Wright Corporation,Industrials,Aerospace & Defense,1980-03-17,
ELS,"Equity LifeStyle Properties, Inc.",Real Estate,REIT - Residential,1993-02-25,
JLL,Jones Lang LaSalle Incorporated,Real Estate,Real Estate Services,1997-07-17,
REG,Regency Centers Corporation,Real Estate,REIT - Retail,1993-10-29,2017-03-02
JNPR,"Juniper Networks, Inc.",Technology,Communication Equipment,1999-06-25,2006-06-02
PFGC,Performance Food Group Company,Consumer Defensive,Food Distribution,2015-09-30,
SFM,"Sprouts Farmers Market, Inc.",Consumer Defensive,Grocery Stores,2013-08-01,
PCVX,"Vaxcyte, Inc.",Healthcare,Biotechnology,2020-06-12,
BXP,"BXP, Inc.",Real Estate,REIT - Office,1997-06-18,2006-04-03
CACI,CACI International Inc,Technology,Information Technology Services,1980-03-17,
EMN,Eastman Chemical Company,Basic Materials,Specialty Chemicals,1993-12-14,1994-01-01
EXAS,Exact Sciences Corporation,Healthcare,Diagnostics & Research,2001-02-01,
NVT,nVent Electric plc,Industrials,Electrical Equipment & Parts,2018-04-24,
BMRN,BioMarin Pharmaceutical Inc.,Healthcare,Biotechnology,1999-07-26,
WPC,W. P. Carey Inc.,Real Estate,REIT - Diversified,1998-01-21,
